ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
62041,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062041'},Contract Award,2018-12-03T00:00:00,P144637,"Construction d'un bloc de deux (02) salles de classe avec            bloc administratif tous équipées et bloc latrine à trois compartiments à l'école            publique primaire de NYAMTIMBI, Commune de Nguelebok, Région",,,CM,Cameroon,"Sub-National Government, Social Protection"
62046,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062046'},Contract Award,2018-12-03T00:00:00,P144637,"Construction d'un bloc de deux (02) salles de classe avec            bloc administratif tous équipées et bloc latrine à trois compartiments à l'école            publique primaire de DIMAKO II, Commune de Nguelebok, Région",,,CM,Cameroon,"Sub-National Government, Social Protection"
62055,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062055'},Contract Award,2018-12-03T00:00:00,P112074,"Execução das obras da 1a. etapa do sistema de drenagem pluvial            de Itabaiana, SDP1-ITABAIANA, no Estado de Sergipe",,,BR,Brazil,"Waste Management, Water Supply, Irrigation and Drainage, Public Administration - Water, Sanitation and Waste Management, Sanitation"
62063,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062063'},Invitation for Bids,2018-12-03T00:00:00,P148294,Zhanqian Road civil engineering and traffic engineering,Goods and Works,2018-12-27T00:00:00,CN,China,"Public Administration - Transportation, Urban Transport"
62070,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062070'},Request for Expression of Interest,2018-12-03T00:00:00,P162893,Recruitment of Procurement Specialist (Local Hire),Consultants,2018-12-10T00:00:00,LR,Liberia,Other Public Administration
62077,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062077'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X2 Hon. Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62082,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062082'},Request for Expression of Interest,2018-12-03T00:00:00,P120707,Feasibility Study for Development of a Credit Guarantee            Facility(firms only),Consultants,2018-12-21T00:00:00,PG,Papua New Guinea,"Public Administration - Financial Sector, Public Administration - Industry, Trade and Services, Other Non-bank Financial Institutions, Banking Institutions"
62085,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062085'},Invitation for Bids,2018-12-03T00:00:00,P153349,Motor Vehicles:-42 Double cabin pick- up 4x4 (2000-2500cc)5            Station Wagon 4x4 (2800-3000cc),Goods and Works,2018-11-08T00:00:00,KE,Kenya,
62051,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062051'},Contract Award,2018-12-03T00:00:00,P147674,CONSTRUCTION DES 12 MARCHES A BETAIL,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62071,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062071'},Contract Award,2018-12-03T00:00:00,P151026,Signed Contract for Consultancy Servicesfor establishmnet PVTS            in the Northern Region of Ghana,,,GH,Ghana,"Public Administration - Transportation, ICT Services, Rural and Inter-Urban Roads"
62080,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062080'},Request for Expression of Interest,2018-12-03T00:00:00,P163131,Procurement Officer,Consultants,2018-12-17T00:00:00,,Marshall Islands,
62084,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062084'},Contract Award,2018-12-03T00:00:00,P123394,Muslim Khan and Brother will provider supplies,,,PK,Pakistan,"Health, Public Administration - Health"
62061,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062061'},Contract Award,2018-12-03T00:00:00,P106975,LOT 2 : EQUIPEMENTS MEDICOTECHNIQUES AU CSI SIAFOUMOU A POINTE NOIRE,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62065,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062065'},Contract Award,2018-12-03T00:00:00,P106975,LOT 3 : FOURNITURE DU MOBILIER DE BURAU AU CSI INDZOULI,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62018,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062018'},Contract Award,2018-12-03T00:00:00,P096302,ICT EQUIPMENT,,,,Tanzania,"Mining, Public Administration - Energy and Extractives"
62026,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062026'},Contract Award,2018-12-03T00:00:00,P156378,Procurement of 2 Units of Straw Bale Press Machine for the            Communities of Gorayk and Jermuk,,,AM,Armenia,
62030,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062030'},Contract Award,2018-12-03T00:00:00,P144637,"Construction d'un bloc de deux (02) salles de classe avec            bloc administratif tous équipées et bloc latrine à trois compartiments à l'école            publique primaire de EKPWASSONG, Commune de Nguelemendouka, R",,,CM,Cameroon,"Sub-National Government, Social Protection"
62039,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062039'},Contract Award,2018-12-03T00:00:00,P106909,"Lot 1 : Fourniture et pose de réseaux, réalisation de bornes            fontaines et installation de branchements lot 1 (172 km de réseaux, 40 bornes fontaines            et 13 000 branchements)",,,BF,Burkina Faso,"Public Administration - Water, Sanitation and Waste Management, Sanitation, Water Supply"
61150,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061150'},Request for Expression of Interest,2018-12-03T00:00:00,P148537,Financial Audit,Consultants,2018-12-07T00:00:00,MD,Moldova,"Public Administration - Information and Communications Technologies, ICT Services, Central Government (Central Agencies)"
62057,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062057'},Contract Award,2018-12-03T00:00:00,P118858,Printing and delivery of trade of bullettin,,,GH,Ghana,
62078,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062078'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X1 Hon. Rd. (3.5 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62013,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062013'},Contract Award,2018-12-03T00:00:00,P124614,Implementation of Natural Resource Management activities in            Micro Watershed No. 10 of Macro Watershed No. 2 in Bari Cluster District Dholpur for            F.Y. 2018-19,,,IN,India,"Livestock, Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Agricultural Extension, Research, and Other Support Activities"
62015,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062015'},Contract Award,2018-12-03T00:00:00,P147638,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Niger,"Public Administration - Health, Social Protection, Health"
61979,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061979'},Request for Expression of Interest,2018-12-03T00:00:00,P162646,Recruitment of a national level NGO to develop HBCC modules            and deliver training,Consultants,2018-11-30T00:00:00,RW,Rwanda,
62025,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062025'},Request for Expression of Interest,2018-12-03T00:00:00,P159697,Recrutement d'un Consultant Firme pour le réalisation des            études avant-projet sommaire et détaille (APS) et (APD) pour le réalisation d'une            ligne de BRT sur l'axe Est-Ouest d'Abidjan,Consultants,2018-12-10T00:00:00,,Cote d'Ivoire,
62047,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062047'},Request for Expression of Interest,2018-12-03T00:00:00,P122402,Réalisation des Avant-Projet Sommaire (APS) et Avant-Projet            Détaillé (APD) de la liaison fibre optique Dindéogo Zabré,Consultants,2018-12-06T00:00:00,,Western Africa,"ICT Infrastructure, Public Administration - Information and Communications Technologies"
62038,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062038'},Contract Award,2018-12-03T00:00:00,P144637,"Construction d'un bloc de deux (02) salles de classe avec            bloc administratif tous équipées et bloc latrine à trois compartiments à l'école            publique primaire de NGOUTOU, Commune de Nguelebok Région Est",,,CM,Cameroon,"Sub-National Government, Social Protection"
62064,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062064'},Contract Award,2018-12-03T00:00:00,P106975,LOT4 : FOURNITURE DU MOBILIER DE LOGEMENT AU CSI INDZOULI,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62019,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062019'},Contract Award,2018-12-03T00:00:00,P096302,LAN EQUIPMENT,,,,Tanzania,"Mining, Public Administration - Energy and Extractives"
62007,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062007'},Contract Award,2018-12-03T00:00:00,P133312,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,UG,Uganda,Renewable Energy Solar
62020,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062020'},Contract Award,2018-12-03T00:00:00,P148052,Acquisition et installation des matériels de connexion            internet du PRSSMI,,,TD,Chad,"Public Administration - Health, Health"
62032,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062032'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Guriyawa            Panchayat in Block Mohanpur & (ii) Matihani Panchayat in Block Mohanpur,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62073,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062073'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X1 Guadalcanal Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62005,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062005'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Gazadharpur            Panchayat in Block Tankuppa & (ii) North LodhwayPanchayat in Block Fatehpur,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62016,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062016'},Contract Award,2018-12-03T00:00:00,P124614,Implementation of Natural Resource Management activities in            Micro Watershed No. 11 of Macro Watershed No. 2 in Bari Cluster District Dholpur for            F.Y. 2018-19,,,IN,India,"Livestock, Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Agricultural Extension, Research, and Other Support Activities"
62029,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062029'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Bhaluri            Panchayat in Block Dehri & (ii) Baligaon Panchayat in Block Akodhigola,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62023,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062023'},Contract Award,2018-12-03T00:00:00,P150520,Providing and fixing automatic water level control device            submersible motor bulk meter and control panel etc at Water Supply Scheme Malikpur Block            Kharar Distt SAS Nagar under component 2b,,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62024,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062024'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Mouri Piyarpur            Panchyat in Block Paliganj & (ii) Akbarpur GeepurKhunti Panchyat in Block Paliganj,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62028,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062028'},Contract Award,2018-12-03T00:00:00,P159761,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,NG,Nigeria,"ICT Services, Public Administration - Energy and Extractives, Workforce Development and Vocational Education, Mining"
62033,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062033'},Contract Award,2018-12-03T00:00:00,P153370,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Southern Africa,"Social Protection, Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62034,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062034'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Fulaut Purvi            Panchayat in Block Chousa & (ii) Fulaut Paschim Panchayat in Block Chausa,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62036,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062036'},Contract Award,2018-12-03T00:00:00,P123394,Muslim Khan and Brothers,,,PK,Pakistan,"Health, Public Administration - Health"
62048,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062048'},Contract Award,2018-12-03T00:00:00,P147674,CONSTRUCTION DES 12 MARCHES A BETAIL,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62056,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062056'},Contract Award,2018-12-03T00:00:00,P106975,LOT 2 FOURNITURE DU MATERIEL INFORMATIQUE AU CSI INDZOULI,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62069,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062069'},Request for Expression of Interest,2018-12-03T00:00:00,P166800,Program Officer,Consultants,2018-12-17T00:00:00,,Marshall Islands,
62049,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062049'},Contract Award,2018-12-03T00:00:00,P147674,CONSTRUCTION DES 12 MARCHES A BETAIL,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62022,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062022'},Contract Award,2018-12-03T00:00:00,P096302,Procurement of Furniture,,,,Tanzania,"Mining, Public Administration - Energy and Extractives"
62027,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062027'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Baital Panchayat            in Block Bankebazar & (ii) Barheta Panchayat inBlock Bankebazar,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62031,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062031'},Contract Award,2018-12-03T00:00:00,P157958,Evaluation of Data Center extension,,,BD,Bangladesh,
62044,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062044'},Invitation for Bids,2018-12-03T00:00:00,P105680,Provisión e Instalación de la Planta de Tratamiento de            Efluentes Líquidos Industriales (PTELI) del Predio PARQUE INDUSTRIAL CURTIDOR LANÚS -            Supervisión de Operación y Mantenimiento,Goods and Works,2019-02-05T00:00:00,AR,Argentina,"Water Supply, Other Water Supply, Sanitation and Waste Management, Public Administration - Water, Sanitation and Waste Management, Sanitation"
62053,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062053'},Contract Award,2018-12-03T00:00:00,P161973,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CF,Central African Republic,"Public Administration - Energy and Extractives, Public Administration - Agriculture, Fishing & Forestry, Forestry, Mining"
62060,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062060'},Contract Award,2018-12-03T00:00:00,P106975,LOT 1 FOURNITURE DES EQUIPEMENTS MEDICOTECHNIQUES AU CSI INDZOULI,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62062,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062062'},Contract Award,2018-12-03T00:00:00,P106975,LOT1 : FOURNITURE ET EQUIPEMENTS MEDICOTECHNIQUES AU CSI SAINT JOSEPH,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62068,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062068'},Contract Award,2018-12-03T00:00:00,P149827,Acquisition de matériel informatique au profit de            l'Institut Géographique du Burkina (IGB),,,BF,Burkina Faso,"Public Administration - Agriculture, Fishing & Forestry, Other Agriculture, Fishing and Forestry, Forestry"
62074,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062074'},Contract Award,2018-12-03T00:00:00,P151026,"Signed Contract for DVLA Consultancy Services for Systems            Analysis, Design and Project",,,GH,Ghana,"Public Administration - Transportation, ICT Services, Rural and Inter-Urban Roads"
62075,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062075'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X3 Hon. Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62081,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062081'},Invitation for Bids,2018-12-03T00:00:00,P152343,Software development and installation for automated billing            system in 12 branches,Goods and Works,2018-12-07T00:00:00,MN,Mongolia,
62017,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062017'},Contract Award,2018-12-03T00:00:00,P086592,Main Consultancy on CW Supervision and Overall Project            Management (Time-Based Portion),,,KZ,Kazakhstan,"Central Government (Central Agencies), Other Agriculture, Fishing and Forestry, Irrigation and Drainage, Agricultural Extension, Research, and Other Support Activities"
62076,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062076'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X4 Hon. Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62004,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062004'},Contract Award,2018-12-03T00:00:00,P150520,Augmentation of Water supply Scheme for village Bhagupur Uttar            (MH/PC) block Chogawan Distt Amritsar.,,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62043,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062043'},Request for Expression of Interest,2018-12-03T00:00:00,P122402,Etudes techniques pour la réalisation de la liaison fibre            optique fada Pama frontière Benin,Consultants,2018-12-07T00:00:00,,Western Africa,"ICT Infrastructure, Public Administration - Information and Communications Technologies"
62045,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062045'},Contract Award,2018-12-03T00:00:00,P106975,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62054,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062054'},Contract Award,2018-12-03T00:00:00,P113971,Fourniture de 500 ruches Dadant pour la filière MIEL - Région ANOSY,,,MG,Madagascar,"Rural and Inter-Urban Roads, Agricultural markets, commercialization and agri-business, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Trade"
62058,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062058'},Contract Award,2018-12-03T00:00:00,P106975,LOT 3 : FOURNITURE GROUPE ELECTROGENE CSI SIAFOUMOU POINTE NOIRE,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62066,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062066'},Contract Award,2018-12-03T00:00:00,P150430,Lot 1: La réalisation de transferts monétaires électroniques            au profit des ménages les plus pauvres dans les wilayas du Hodh Chargui et du Hodh El Gharbi,,,MR,Mauritania,"Public Administration - Social Protection, Social Protection"
62072,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062072'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X5 Hon. Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62079,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062079'},Invitation for Bids,2018-12-03T00:00:00,P161320,Maintenance of X6 Hon. Rd. (4 km),Goods and Works,2019-01-11T00:00:00,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
62042,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062042'},Request for Expression of Interest,2018-12-03T00:00:00,P157671,Technical Consultancy for the Operational Management of the            Agro-Livestock Census and Fisheries,Consultants,2018-12-10T00:00:00,AO,Angola,"ICT Infrastructure, Central Government (Central Agencies)"
62086,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062086'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Ilra Panchayat            in Block Bodhgaya & (ii) Atia Panchayat in Block Bodhgaya,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62021,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062021'},Contract Award,2018-12-03T00:00:00,P117617,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MW,Malawi,"Public Administration - Water, Sanitation and Waste Management, Other Agriculture, Fishing and Forestry, Other Water Supply, Sanitation and Waste Management, Other Industry, Trade and Services, Irrigation and Drainage"
62059,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062059'},Contract Award,2018-12-03T00:00:00,P106975,LOT 5 : FOURNITURE DU GROUPE ELECTROGENE AU CSI INDZOULI,,,,"Congo, Republic of","Public Administration - Energy and Extractives, Public Administration - Water, Sanitation and Waste Management, Water Supply, Sub-National Government"
62014,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062014'},Contract Award,2018-12-03T00:00:00,P150520,PROVIDING W/S SCHEME KHERA THANEWAL (MH-PC) BIFURCATED FROM            EXISTING SCHEME JODHEY BLOCK RAYYA DISTT AMRITSAR,,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62040,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062040'},Contract Award,2018-12-03T00:00:00,P150080,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Western Africa,"Health, Secondary Education, Sub-National Government, Central Government (Central Agencies)"
62052,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062052'},Contract Award,2018-12-03T00:00:00,P150430,Lot 3: La réalisation de transferts monétaires électroniques            au profit des ménages les plus pauvres dans les wilayas du Gorgol et du Guidimagha,,,MR,Mauritania,"Public Administration - Social Protection, Social Protection"
62050,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062050'},Contract Award,2018-12-03T00:00:00,P147674,CONSTRUCTION DE 12 MARCHES A BETAIL,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
62067,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062067'},Contract Award,2018-12-03T00:00:00,P158249,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MZ,Mozambique,"Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62010,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062010'},Contract Award,2018-12-03T00:00:00,P150520,"Augmentation of Water Supply & Sanitation for village            Mohleke block Chogawan, District Amritsar.",,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62087,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062087'},Contract Award,2018-12-03T00:00:00,P154577,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,
62035,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062035'},Contract Award,2018-12-03T00:00:00,P151785,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MG,Madagascar,"Renewable Energy Hydro, Non-Renewable Energy Generation, Public Administration - Energy and Extractives, Energy Transmission and Distribution"
62011,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062011'},Contract Award,2018-12-03T00:00:00,P150520,"Augementation of Water supply Scheme for Village Raneywali            (Mh/PC) Block Harsha Chhina, Distt Amritsar.",,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62037,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062037'},Contract Award,2018-12-03T00:00:00,P123134,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Tanzania,"Other Public Administration, Other Transportation, Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62083,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062083'},Invitation for Bids,2018-12-03T00:00:00,P121495,Contratacao de empresa especializada para execucao de obras de            reabilitacao e servicos de manutencao da rede estadual pavimentada - CREMA 2 - Lote 8 -            R1 e R7,Goods and Works,2019-01-15T00:00:00,BR,Brazil,"Other Transportation, Public Administration - Transportation, Public Administration - Education, Sub-National Government, Rural and Inter-Urban Roads"
62006,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062006'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Shree Rampur            Panchayat in Block Sherghati & (ii) Dubhal Panchayat in Block Imamganj,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
62009,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062009'},Contract Award,2018-12-03T00:00:00,P102627,Construction of Panchayat Sarkar Bhawan in (i)Gauharpur            Panchayat in Block Konch & (ii) Dihura Panchayat in Block Tekari,,,IN,India,"Health, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
61990,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061990'},Contract Award,2018-12-03T00:00:00,P161320,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,SB,Solomon Islands,"Sub-National Government, Waste Management, Urban Transport, Social Protection"
61989,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061989'},Request for Expression of Interest,2018-12-03T00:00:00,P155087,Project Accountant,Consultants,2018-12-14T00:00:00,PG,Papua New Guinea,"Public Administration - Water, Sanitation and Waste Management, Sanitation, Water Supply"
61998,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061998'},Contract Award,2018-12-03T00:00:00,P132500,C 5-08: TOWNSHIP TECHNICAL ASSISTANCE (2017-2018) in BAGO (Thegon),,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
61986,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061986'},Contract Award,2018-12-03T00:00:00,P143996,Adquisición de equipos de Laboratorio para el control de la            Calidad de Aguas (Proyecto Laboratorio Empresa PúblicaAguas de Manta - EPAM),,,EC,Ecuador,"Public Administration - Water, Sanitation and Waste Management, Public Administration - Transportation, Other Water Supply, Sanitation and Waste Management, Sanitation, Urban Transport"
61991,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061991'},Contract Award,2018-12-03T00:00:00,P110693,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,VN,Vietnam,"Public Administration - Education, Tertiary Education"
62001,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062001'},Contract Award,2018-12-03T00:00:00,P132500,TOWNSHIP TECHNICAL ASSISTANCE (2017-2018) in SHAN (Mongkhet),,,MM,Myanmar,"Health, Other Education, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage, Rural and Inter-Urban Roads"
